Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Brownstone Tiles
buildcraftsilicon:plug_facade:0, Facade: Brownstone Tiles
buildcraftsilicon:plug_facade:0, Facade: Mud Bricks
buildcraftsilicon:plug_facade:0, Facade: Mud Bricks
buildcraftsilicon:plug_facade:0, Facade: Dried Clay
buildcraftsilicon:plug_facade:0, Facade: Dried Clay
buildcraftsilicon:plug_facade:0, Facade: Dried Bricks
buildcraftsilicon:plug_facade:0, Facade: Dried Bricks
buildcraftsilicon:plug_facade:0, Facade: Lavawood
buildcraftsilicon:plug_facade:0, Facade: Lavawood
buildcraftsilicon:plug_facade:0, Facade: Firewood
buildcraftsilicon:plug_facade:0, Facade: Firewood
buildcraftsilicon:plug_facade:0, Facade: Block of Cobalt
buildcraftsilicon:plug_facade:0, Facade: Block of Cobalt
buildcraftsilicon:plug_facade:0, Facade: Block of Ardite
buildcraftsilicon:plug_facade:0, Facade: Block of Ardite
buildcraftsilicon:plug_facade:0, Facade: Block of Manyullyn
buildcraftsilicon:plug_facade:0, Facade: Block of Manyullyn
buildcraftsilicon:plug_facade:0, Facade: Block of Knightslime
buildcraftsilicon:plug_facade:0, Facade: Block of Knightslime
buildcraftsilicon:plug_facade:0, Facade: Block of Pigiron
buildcraftsilicon:plug_facade:0, Facade: Block of Pigiron
buildcraftsilicon:plug_facade:0, Facade: Block of Aluminum Brass
buildcraftsilicon:plug_facade:0, Facade: Block of Aluminum Brass
buildcraftsilicon:plug_facade:0, Facade: Silky Block of Jewel
buildcraftsilicon:plug_facade:0, Facade: Silky Block of Jewel
buildcraftsilicon:plug_facade:0, Facade: Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Ardite Ore
buildcraftsilicon:plug_facade:0, Facade: Ardite Ore
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Blood Slime Block
buildcraftsilicon:plug_facade:0, Facade: Blood Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Bloodblock
buildcraftsilicon:plug_facade:0, Facade: Congealed Bloodblock
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Magma Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Magma Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Grout
buildcraftsilicon:plug_facade:0, Facade: Grout
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Mud
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Mud
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Mud
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Mud
buildcraftsilicon:plug_facade:0, Facade: Graveyard Soil
buildcraftsilicon:plug_facade:0, Facade: Graveyard Soil
buildcraftsilicon:plug_facade:0, Facade: Consecrated Soil
buildcraftsilicon:plug_facade:0, Facade: Consecrated Soil
buildcraftsilicon:plug_facade:0, Facade: Slimy Magma Mud
buildcraftsilicon:plug_facade:0, Facade: Slimy Magma Mud
buildcraftsilicon:plug_facade:0, Facade: Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Titanium Ore
buildcraftsilicon:plug_facade:0, Facade: Titanium Ore
buildcraftsilicon:plug_facade:0, Facade: Uranium Ore
buildcraftsilicon:plug_facade:0, Facade: Uranium Ore
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Light)
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Light)
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Grey)
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Grey)
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Dark)
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Dark)
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Pipes)
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Pipes)
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Steel Bars)
buildcraftsilicon:plug_facade:0, Facade: Reinforced Concrete (Steel Bars)
buildcraftsilicon:plug_facade:0, Facade: Red Container
buildcraftsilicon:plug_facade:0, Facade: Red Container
buildcraftsilicon:plug_facade:0, Facade: Green Container
buildcraftsilicon:plug_facade:0, Facade: Green Container
buildcraftsilicon:plug_facade:0, Facade: Blue Container
buildcraftsilicon:plug_facade:0, Facade: Blue Container
buildcraftsilicon:plug_facade:0, Facade: Yellow Container
buildcraftsilicon:plug_facade:0, Facade: Yellow Container
buildcraftsilicon:plug_facade:0, Facade: Steel Panel
buildcraftsilicon:plug_facade:0, Facade: Steel Panel
buildcraftsilicon:plug_facade:0, Facade: Silver Steel Panel
buildcraftsilicon:plug_facade:0, Facade: Silver Steel Panel
buildcraftsilicon:plug_facade:0, Facade: Carbon Panel
buildcraftsilicon:plug_facade:0, Facade: Carbon Panel
buildcraftsilicon:plug_facade:0, Facade: Dark Scaffold
buildcraftsilicon:plug_facade:0, Facade: Dark Scaffold
buildcraftsilicon:plug_facade:0, Facade: Ammo Crate
buildcraftsilicon:plug_facade:0, Facade: Ammo Crate
buildcraftsilicon:plug_facade:0, Facade: Weapon Crate
buildcraftsilicon:plug_facade:0, Facade: Weapon Crate
buildcraftsilicon:plug_facade:0, Facade: Armor Crate
buildcraftsilicon:plug_facade:0, Facade: Armor Crate
buildcraftsilicon:plug_facade:0, Facade: Medical Crate
buildcraftsilicon:plug_facade:0, Facade: Medical Crate
buildcraftsilicon:plug_facade:0, Facade: Explosives Crate
buildcraftsilicon:plug_facade:0, Facade: Explosives Crate
buildcraftsilicon:plug_facade:0, Facade: Supply Crate
buildcraftsilicon:plug_facade:0, Facade: Supply Crate
buildcraftsilicon:plug_facade:0, Facade: Supply Crate
buildcraftsilicon:plug_facade:0, Facade: Supply Crate
buildcraftsilicon:plug_facade:0, Facade: Supply Crate
buildcraftsilicon:plug_facade:0, Facade: Supply Crate
buildcraftsilicon:plug_facade:0, Facade: Supply Crate
buildcraftsilicon:plug_facade:0, Facade: Supply Crate
buildcraftsilicon:plug_facade:0, Facade: Double Neon Lights
buildcraftsilicon:plug_facade:0, Facade: Double Neon Lights
buildcraftsilicon:plug_facade:0, Facade: Double Neon Lights (Rotated)
buildcraftsilicon:plug_facade:0, Facade: Double Neon Lights (Rotated)
buildcraftsilicon:plug_facade:0, Facade: Quad Neon Lights
buildcraftsilicon:plug_facade:0, Facade: Quad Neon Lights
buildcraftsilicon:plug_facade:0, Facade: Quad Neon Lights (Rotated)
buildcraftsilicon:plug_facade:0, Facade: Quad Neon Lights (Rotated)
buildcraftsilicon:plug_facade:0, Facade: Square Neon Light
buildcraftsilicon:plug_facade:0, Facade: Square Neon Light
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Plate)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Plate)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Grate)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Grate)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Small Grate)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Small Grate)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Bloody Grey)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Bloody Grey)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Grey)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Grey)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Grey Tiles)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Grey Tiles)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Red Pillar)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Red Pillar)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Dark Pillar)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Dark Pillar)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Red Panel)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Red Panel)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Lava Pillar)
buildcraftsilicon:plug_facade:0, Facade: Nether Metal (Lava Pillar)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Coal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Coal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Common Metal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Common Metal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Rare Metal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Rare Metal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Shiny Metal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Shiny Metal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Uranium)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Uranium)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Common Gem)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Common Gem)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Shiny Gem)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Shiny Gem)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Nether Crystal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Nether Crystal)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Oil)
buildcraftsilicon:plug_facade:0, Facade: Ore Cluster (Oil)
buildcraftsilicon:plug_facade:0, Facade: Hardened Sand
buildcraftsilicon:plug_facade:0, Facade: Hardened Sand
buildcraftsilicon:plug_facade:0, Facade: Strange Glowing Eggs
buildcraftsilicon:plug_facade:0, Facade: Strange Glowing Eggs
buildcraftsilicon:plug_facade:0, Facade: Amber Block
buildcraftsilicon:plug_facade:0, Facade: Amber Block
buildcraftsilicon:plug_facade:0, Facade: Amber Bricks
buildcraftsilicon:plug_facade:0, Facade: Amber Bricks
buildcraftsilicon:plug_facade:0, Facade: Empty Space
buildcraftsilicon:plug_facade:0, Facade: Empty Space
buildcraftsilicon:plug_facade:0, Facade: Block of Flesh
buildcraftsilicon:plug_facade:0, Facade: Block of Flesh
buildcraftsilicon:plug_facade:0, Facade: Ambient Grass Block
buildcraftsilicon:plug_facade:0, Facade: Ambient Grass Block
buildcraftsilicon:plug_facade:0, Facade: Ambient Grass Block
buildcraftsilicon:plug_facade:0, Facade: Ambient Grass Block
buildcraftsilicon:plug_facade:0, Facade: Greatwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Greatwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Greatwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Greatwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Greatwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Greatwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Greatwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Greatwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Silverwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Silverwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Silverwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Silverwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Silverwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Silverwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Silverwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Silverwood Leaves
buildcraftsilicon:plug_facade:0, Facade: Greatwood Log
buildcraftsilicon:plug_facade:0, Facade: Greatwood Log
buildcraftsilicon:plug_facade:0, Facade: Greatwood Log
buildcraftsilicon:plug_facade:0, Facade: Greatwood Log
buildcraftsilicon:plug_facade:0, Facade: Greatwood Log
buildcraftsilicon:plug_facade:0, Facade: Greatwood Log
buildcraftsilicon:plug_facade:0, Facade: Silverwood Log
buildcraftsilicon:plug_facade:0, Facade: Silverwood Log
buildcraftsilicon:plug_facade:0, Facade: Silverwood Log
buildcraftsilicon:plug_facade:0, Facade: Silverwood Log
buildcraftsilicon:plug_facade:0, Facade: Silverwood Log
buildcraftsilicon:plug_facade:0, Facade: Silverwood Log
buildcraftsilicon:plug_facade:0, Facade: Infusion Cost Stone
buildcraftsilicon:plug_facade:0, Facade: Infusion Cost Stone
buildcraftsilicon:plug_facade:0, Facade: Infusion Speed Stone
buildcraftsilicon:plug_facade:0, Facade: Infusion Speed Stone
buildcraftsilicon:plug_facade:0, Facade: Alchemical Construct
buildcraftsilicon:plug_facade:0, Facade: Alchemical Construct
buildcraftsilicon:plug_facade:0, Facade: Advanced Alchemical Construct
buildcraftsilicon:plug_facade:0, Facade: Advanced Alchemical Construct
buildcraftsilicon:plug_facade:0, Facade: Brass Block
buildcraftsilicon:plug_facade:0, Facade: Brass Block
buildcraftsilicon:plug_facade:0, Facade: Thaumium Block
buildcraftsilicon:plug_facade:0, Facade: Thaumium Block
buildcraftsilicon:plug_facade:0, Facade: Void Metal Block
buildcraftsilicon:plug_facade:0, Facade: Void Metal Block
buildcraftsilicon:plug_facade:0, Facade: Amber Bearing Stone
buildcraftsilicon:plug_facade:0, Facade: Amber Bearing Stone
buildcraftsilicon:plug_facade:0, Facade: Cinnabar Ore
buildcraftsilicon:plug_facade:0, Facade: Cinnabar Ore
buildcraftsilicon:plug_facade:0, Facade: Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Greatwood Planks
buildcraftsilicon:plug_facade:0, Facade: Greatwood Planks
buildcraftsilicon:plug_facade:0, Facade: Silverwood Planks
buildcraftsilicon:plug_facade:0, Facade: Silverwood Planks
buildcraftsilicon:plug_facade:0, Facade: Ancient Stone Slab
buildcraftsilicon:plug_facade:0, Facade: Ancient Stone Slab
buildcraftsilicon:plug_facade:0, Facade: Arcane Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Arcane Brick Slab
